Index,Mapped Sections,Confidence Factor,Mapped Port Name,Annotation,Module Type,Module Name,Port I/O,Port Width,Parent Module,Level,Alias Entity Location,Line
1629,,,,,port,ll_tx_eof_n,out,1,io_wrapper_v2,5,-,13889
1630,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",dout,,port,dout,out,2,io_wrapper_v2,5,-,13901
1631,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,ll_rx_data,in,2,io_wrapper_v2,5,-,13892
1632,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,out,1,io_wrapper_v2,5,-,13896
1633,3.5.1,"('3.5.1', '0.91')",addr,,port,addr,in,2,io_wrapper_v2,5,-,13899
1634,,,-,-,generate,CTLR_REG_WRITE_GEN,-,-,io_wrapper_v2,3,-,11268
1635,,,-,-,process,CTRL_REG_WRITE_PROC,-,-,io_wrapper_v2,3,-,11267
1637,,,-,,component,mem_ctlr_v2,-,-,io_wrapper_v2,5,14249,11180
1638,4.5.3.2,"('4.5.3.2', '0.62')",,,port,ram_ce,out,1,mem_ctlr_v2,6,-,11206
1639,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",dout,,port,dout,out,2,mem_ctlr_v2,6,-,11201
1640,,,,,port,ll_tx_sof_n,out,1,mem_ctlr_v2,6,-,11190
1641,6.3,"('6.3', '0.63'), ('6.4', '0.63'), ('1.8', '0.63')",,,port,ram_din,out,2,mem_ctlr_v2,6,-,11208
1642,4.5.3.2,"('4.5.3.2', '0.67'), ('4.5.4', '0.67'), ('4.5.4.1', '0.67'), ('5.5.2.2', '0.67')",,,port,we,in,1,mem_ctlr_v2,6,-,11202
1643,1.4,"('1.4', '0.75'), ('3.4', '0.75'), ('3.5', '0.75'), ('3.2', '0.75'), ('3.3', '0.75'), ('3.1', '0.75'), ('5.5.2.2', '0.64')",mem_addr,,port,ram_addr,out,2,mem_ctlr_v2,6,-,11207
1644,,,,,port,ll_rx_src_rdy_n,in,1,mem_ctlr_v2,6,-,11197
1645,,,,,port,ll_rx_sof_n,in,1,mem_ctlr_v2,6,-,11195
1646,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,in,1,mem_ctlr_v2,6,-,11193
1647,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,mem_ctlr_v2,6,-,11187
1648,1.9,"('1.9', '0.8'), ('1.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.2', '0.67'), ('4.5.4', '0.67'), ('4.5.5', '0.67'), ('5.5.3.1', '0.67'), ('4.5.4.1', '0.67')",,,port,re,in,1,mem_ctlr_v2,6,-,11203
1649,,,,,port,ll_tx_eof_n,out,1,mem_ctlr_v2,6,-,11191
1650,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,ll_rx_data,in,2,mem_ctlr_v2,6,-,11194
1651,5.5.2.2,"('5.5.2.2', '0.92'), ('5.5.2', '0.91')",remote_pause,,port,remote_pause,in,1,mem_ctlr_v2,6,-,11213
1652,6.3,"('6.3', '0.75'), ('6.4', '0.75'), ('1.8', '0.75'), ('5.5.2.2', '0.63')",,,port,trans_id,in,2,mem_ctlr_v2,6,-,11211
1653,5.5.3.1,"('5.5.3.1', '0.67')",,,port,ram_dout,in,2,mem_ctlr_v2,6,-,11209
1654,,,,,port,ll_tx_src_rdy_n,out,1,mem_ctlr_v2,6,-,11192
1655,4.5.4.1,"('4.5.4.1', '0.67'), ('4.5.4', '0.67')",,,port,ram_we,out,1,mem_ctlr_v2,6,-,11210
1656,,,,,port,dout_valid,out,1,mem_ctlr_v2,6,-,11204
1657,,,,,port,cpu_wait,out,1,mem_ctlr_v2,6,-,11205
1658,3.5.1,"('3.5.1', '0.91')",addr,,port,addr,in,2,mem_ctlr_v2,6,-,11199
1659,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",din,,port,din,in,2,mem_ctlr_v2,6,-,11200
1660,,,,,port,ll_rx_eof_n,in,1,mem_ctlr_v2,6,-,11196
1661,1.4,"('1.4', '0.74'), ('3.4', '0.74'), ('3.5', '0.74'), ('3.2', '0.74'), ('3.3', '0.74'), ('3.1', '0.74'), ('5.5.2.2', '0.71')",mem_addr,,port,remote_addr,in,2,mem_ctlr_v2,6,-,11214
1662,5.5.2.2,"('5.5.2.2', '0.75')",,,port,remote_req,in,1,mem_ctlr_v2,6,-,11212
1663,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,ll_tx_data,out,2,mem_ctlr_v2,6,-,11189
1664,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,mem_ctlr_v2,6,-,11188
1665,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,out,1,mem_ctlr_v2,6,-,11198
1666,1.4,"('1.4', '0.61'), ('3.5.4', '0.61'), ('3.5.3', '0.61'), ('3.5.2', '0.61'), ('3.5.1', '0.61'), ('3.4', '0.61'), ('3.5', '0.61'), ('3.2', '0.61'), ('3.3', '0.61'), ('3.1', '0.61')",-,-,generate,PAD_DATA_GEN,-,-,mem_ctlr_v2,3,-,14329
1667,,,-,-,process,CTLR_FSM_STATE_PROC,-,-,mem_ctlr_v2,3,-,14361
1669,,,-,,component,sic_ic_v2,-,-,sic_v2,4,13490,13906
1670,,,,,port,ll_tx3_src_rdy_n,out,1,sic_ic_v2,5,-,13945
1671,,,,,port,ll_rx4_dst_rdy_n,out,1,sic_ic_v2,5,-,13961
1672,,,,,port,ll_tx3_sof_n,out,1,sic_ic_v2,5,-,13943
1673,,,,,port,ll_tx4_src_rdy_n,out,1,sic_ic_v2,5,-,13955
1674,,,,,port,ll_tx2_eof_n,out,1,sic_ic_v2,5,-,13934
1675,,,,,port,ll_tx4_dst_rdy_n,in,1,sic_ic_v2,5,-,13956
1676,,,,,port,ll_tx2_data,out,2,sic_ic_v2,5,-,13932
1677,,,,,port,ll_rx0_src_rdy_n,in,1,sic_ic_v2,5,-,13920
1678,,,,,port,ll_tx4_data,out,2,sic_ic_v2,5,-,13952
1679,,,,,port,ll_tx3_eof_n,out,1,sic_ic_v2,5,-,13944
1680,,,,,port,ll_tx1_src_rdy_n,out,1,sic_ic_v2,5,-,13925
1681,,,,,port,ll_tx0_sof_n,out,1,sic_ic_v2,5,-,13913
1682,,,,,port,ll_rx3_dst_rdy_n,out,1,sic_ic_v2,5,-,13951
1683,,,,,port,ll_rx1_data,in,2,sic_ic_v2,5,-,13927
1684,,,,,port,ll_tx0_data,out,2,sic_ic_v2,5,-,13912
1685,,,,,port,ll_tx1_dst_rdy_n,in,1,sic_ic_v2,5,-,13926
1686,,,,,port,ll_rx2_sof_n,in,1,sic_ic_v2,5,-,13938
1687,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,sic_ic_v2,5,-,13910
1688,,,,,port,ll_rx4_data,in,2,sic_ic_v2,5,-,13957
1689,,,,,port,ll_tx1_eof_n,out,1,sic_ic_v2,5,-,13924
1690,,,,,port,ll_rx0_data,in,2,sic_ic_v2,5,-,13917
1691,,,,,port,ll_rx3_sof_n,in,1,sic_ic_v2,5,-,13948
1692,,,,,port,ll_tx3_dst_rdy_n,in,1,sic_ic_v2,5,-,13946
1693,,,,,port,ll_rx1_sof_n,in,1,sic_ic_v2,5,-,13928
1694,,,,,port,ll_tx2_src_rdy_n,out,1,sic_ic_v2,5,-,13935
1695,,,,,port,ll_rx3_data,in,2,sic_ic_v2,5,-,13947
1696,,,,,port,ll_tx3_data,out,2,sic_ic_v2,5,-,13942
1697,,,,,port,ll_rx2_dst_rdy_n,out,1,sic_ic_v2,5,-,13941
1698,,,,,port,ll_rx0_sof_n,in,1,sic_ic_v2,5,-,13918
1699,,,,,port,ll_tx4_eof_n,out,1,sic_ic_v2,5,-,13954
1700,,,,,port,ll_rx4_eof_n,in,1,sic_ic_v2,5,-,13959
1701,,,,,port,ll_tx4_sof_n,out,1,sic_ic_v2,5,-,13953
1702,,,,,port,ll_rx1_src_rdy_n,in,1,sic_ic_v2,5,-,13930
1703,,,,,port,ll_tx0_dst_rdy_n,in,1,sic_ic_v2,5,-,13916
1704,,,,,port,ll_tx2_dst_rdy_n,in,1,sic_ic_v2,5,-,13936
1705,,,,,port,ll_rx0_eof_n,in,1,sic_ic_v2,5,-,13919
1706,,,,,port,ll_tx1_data,out,2,sic_ic_v2,5,-,13922
1707,,,,,port,ll_tx0_eof_n,out,1,sic_ic_v2,5,-,13914
1708,,,,,port,ll_tx0_src_rdy_n,out,1,sic_ic_v2,5,-,13915
1709,,,,,port,ll_rx3_eof_n,in,1,sic_ic_v2,5,-,13949
1710,,,,,port,ll_rx4_src_rdy_n,in,1,sic_ic_v2,5,-,13960
1711,,,,,port,ll_rx2_eof_n,in,1,sic_ic_v2,5,-,13939
1712,,,,,port,ll_rx4_sof_n,in,1,sic_ic_v2,5,-,13958
1713,,,,,port,ll_rx1_eof_n,in,1,sic_ic_v2,5,-,13929
1714,,,,,port,ll_rx3_src_rdy_n,in,1,sic_ic_v2,5,-,13950
1715,,,,,port,ll_tx1_sof_n,out,1,sic_ic_v2,5,-,13923
1716,,,,,port,ll_rx2_data,in,2,sic_ic_v2,5,-,13937
1717,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,sic_ic_v2,5,-,13911
1718,,,,,port,ll_tx2_sof_n,out,1,sic_ic_v2,5,-,13933
1719,,,,,port,ll_rx2_src_rdy_n,in,1,sic_ic_v2,5,-,13940
1720,,,,,port,ll_rx0_dst_rdy_n,out,1,sic_ic_v2,5,-,13921
1721,,,,,port,ll_rx1_dst_rdy_n,out,1,sic_ic_v2,5,-,13931
1722,,,-,-,generate,FSM_STATE_GENERATE,-,-,sic_ic_v2,3,-,13646
1723,,,-,-,process,FSM_STATE_PROC_i,-,-,sic_ic_v2,3,-,13645
1725,,,-,,component,axi4s_ll_bridge_wrapper_v2,-,-,sic_v2,4,16037,13965
1726,,,,,port,ll_tx_sof_n,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13993
1727,1.8,"('1.8', '0.92')",axi4s_tx_tdata,,port,axi4s_tx_tdata,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13969
1728,1.8,"('1.8', '0.92')",axi4s_tx_tvalid,,port,axi4s_tx_tvalid,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13972
1729,1.8,"('1.8', '0.92')",axi4s_rx_tuser,,port,axi4s_rx_tuser,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13985
1730,,,,,port,ll_rx_src_rdy_n,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13990
1731,1.8,"('1.8', '0.92')",axi4s_tx_tlast,,port,axi4s_tx_tlast,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13973
1732,,,,,port,ll_rx_sof_n,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13988
1733,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13996
1734,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13967
1735,1.8,"('1.8', '0.92')",axi4s_rx_tstrb,,port,axi4s_rx_tstrb,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13979
1736,1.8,"('1.8', '0.92')",axi4s_rx_tkeep,,port,axi4s_rx_tkeep,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13980
1737,1.8,"('1.8', '0.92')",axi4s_tx_tdest,,port,axi4s_tx_tdest,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13975
1738,1.8,"('1.8', '0.92')",axi4s_tx_tid,,port,axi4s_tx_tid,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13974
1739,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",axi4s_rx_tdata,,port,ll_rx_data,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13987
1740,,,,,port,ll_tx_src_rdy_n,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13995
1741,1.8,"('1.8', '0.92')",axi4s_rx_tdata,,port,axi4s_rx_tdata,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13978
1742,1.8,"('1.8', '0.92')",axi4s_rx_tready,,port,axi4s_rx_tready,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13986
1743,1.8,"('1.8', '0.92')",axi4s_tx_tkeep,,port,axi4s_tx_tkeep,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13971
1744,1.8,"('1.8', '0.92')",axi4s_rx_tlast,,port,axi4s_rx_tlast,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13982
1745,,,,,port,ll_tx_eof_n,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13994
1746,1.8,"('1.8', '0.92')",axi4s_rx_tvalid,,port,axi4s_rx_tvalid,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13981
1747,1.8,"('1.8', '0.92')",axi4s_tx_tstrb,,port,axi4s_tx_tstrb,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13970
1748,1.8,"('1.8', '0.92')",axi4s_rx_tid,,port,axi4s_rx_tid,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13983
1749,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",axi4s_tx_tdata,,port,ll_tx_data,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13992
1750,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13968
1751,1.8,"('1.8', '0.92')",axi4s_rx_tdest,,port,axi4s_rx_tdest,in,2,axi4s_ll_bridge_wrapper_v2,5,-,13984
1752,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13991
1753,1.8,"('1.8', '0.92')",axi4s_tx_tuser,,port,axi4s_tx_tuser,out,2,axi4s_ll_bridge_wrapper_v2,5,-,13976
1754,,,,,port,ll_rx_eof_n,out,1,axi4s_ll_bridge_wrapper_v2,5,-,13989
1755,1.8,"('1.8', '0.92')",axi4s_tx_tready,,port,axi4s_tx_tready,in,1,axi4s_ll_bridge_wrapper_v2,5,-,13977
1756,,,-,-,process,LL_TX_FSM_PROC,-,-,axi4s_ll_bridge_wrapper_v2,3,-,16168
1758,1.8,"('1.8', '0.61')",-,,component,axi4s_to_ll_bridge,-,-,axi4s_ll_bridge_wrapper_v2,5,53381,16093
1759,,,,,port,ll_tx_sof_n,in,1,axi4s_to_ll_bridge,6,-,16123
1760,1.8,"('1.8', '0.92')",axi4s_tx_tdata,,port,axi4s_tx_tdata,out,2,axi4s_to_ll_bridge,6,-,16097
1761,4.5.3.2,"('4.5.3.2', '0.67'), ('5.5.3.1', '0.67'), ('6.4', '0.63'), ('6.3', '0.63')",,,port,rx_dst,out,2,axi4s_to_ll_bridge,6,-,16127
1762,1.8,"('1.8', '0.92')",axi4s_tx_tvalid,,port,axi4s_tx_tvalid,out,1,axi4s_to_ll_bridge,6,-,16100
1763,1.8,"('1.8', '0.92')",axi4s_rx_tuser,,port,axi4s_rx_tuser,in,2,axi4s_to_ll_bridge,6,-,16113
1764,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.4', '0.67'), ('3.5', '0.67'), ('3.4', '0.67'), ('3.2', '0.67'), ('3.3', '0.67'), ('3.1', '0.67')",,,port,ll_rx_data_be,out,2,axi4s_to_ll_bridge,6,-,16116
1765,,,,,port,ll_rx_src_rdy_n,out,1,axi4s_to_ll_bridge,6,-,16119
1766,1.8,"('1.8', '0.92')",axi4s_tx_tlast,,port,axi4s_tx_tlast,out,1,axi4s_to_ll_bridge,6,-,16101
1767,,,,,port,ll_rx_sof_n,out,1,axi4s_to_ll_bridge,6,-,16117
1768,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,out,1,axi4s_to_ll_bridge,6,-,16126
1769,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,axi4s_to_ll_bridge,6,-,16095
1770,1.8,"('1.8', '0.92')",axi4s_rx_tstrb,,port,axi4s_rx_tstrb,in,2,axi4s_to_ll_bridge,6,-,16107
1771,1.8,"('1.8', '0.92')",axi4s_rx_tkeep,,port,axi4s_rx_tkeep,in,2,axi4s_to_ll_bridge,6,-,16108
1772,1.8,"('1.8', '0.92')",axi4s_tx_tdest,,port,axi4s_tx_tdest,out,2,axi4s_to_ll_bridge,6,-,16103
1773,1.8,"('1.8', '0.92')",axi4s_tx_tid,,port,axi4s_tx_tid,out,2,axi4s_to_ll_bridge,6,-,16102
1774,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",axi4s_rx_tdata,,port,ll_rx_data,out,2,axi4s_to_ll_bridge,6,-,16115
1775,6.4,"('6.4', '0.63'), ('6.3', '0.63')",,,port,tx_src,in,2,axi4s_to_ll_bridge,6,-,16131
1776,,,,,port,ll_tx_src_rdy_n,in,1,axi4s_to_ll_bridge,6,-,16125
1777,1.8,"('1.8', '0.92')",axi4s_rx_tdata,,port,axi4s_rx_tdata,in,2,axi4s_to_ll_bridge,6,-,16106
1778,1.8,"('1.8', '0.92')",axi4s_rx_tready,,port,axi4s_rx_tready,out,1,axi4s_to_ll_bridge,6,-,16114
1779,,,,,port,tx_len,in,2,axi4s_to_ll_bridge,6,-,16132
1780,1.8,"('1.8', '0.92')",axi4s_tx_tkeep,,port,axi4s_tx_tkeep,out,2,axi4s_to_ll_bridge,6,-,16099
1781,1.8,"('1.8', '0.92')",axi4s_rx_tlast,,port,axi4s_rx_tlast,in,1,axi4s_to_ll_bridge,6,-,16110
1782,1.4,"('1.4', '0.67'), ('3.5', '0.67'), ('3.4', '0.67'), ('3.2', '0.67'), ('3.3', '0.67'), ('3.1', '0.67'), ('6.4', '0.61'), ('6.3', '0.61')",,,port,ll_tx_data_be,in,2,axi4s_to_ll_bridge,6,-,16122
1783,,,,,port,ll_tx_eof_n,in,1,axi4s_to_ll_bridge,6,-,16124
1784,1.8,"('1.8', '0.92')",axi4s_rx_tvalid,,port,axi4s_rx_tvalid,in,1,axi4s_to_ll_bridge,6,-,16109
1785,1.8,"('1.8', '0.92')",axi4s_tx_tstrb,,port,axi4s_tx_tstrb,out,2,axi4s_to_ll_bridge,6,-,16098
1786,,,,,port,rx_len,out,2,axi4s_to_ll_bridge,6,-,16129
1787,1.8,"('1.8', '0.92')",axi4s_rx_tid,,port,axi4s_rx_tid,in,2,axi4s_to_ll_bridge,6,-,16111
1788,6.4,"('6.4', '0.63'), ('6.3', '0.63')",,,port,rx_src,out,2,axi4s_to_ll_bridge,6,-,16128
1789,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",axi4s_tx_tdata,,port,ll_tx_data,in,2,axi4s_to_ll_bridge,6,-,16121
1790,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,axi4s_to_ll_bridge,6,-,16096
1791,1.8,"('1.8', '0.92')",axi4s_rx_tdest,,port,axi4s_rx_tdest,in,2,axi4s_to_ll_bridge,6,-,16112
1792,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,in,1,axi4s_to_ll_bridge,6,-,16120
1793,1.8,"('1.8', '0.92')",axi4s_tx_tuser,,port,axi4s_tx_tuser,out,2,axi4s_to_ll_bridge,6,-,16104
1794,,,,,port,ll_rx_eof_n,out,1,axi4s_to_ll_bridge,6,-,16118
1795,6.4,"('6.4', '0.63'), ('6.3', '0.63')",,,port,tx_dst,in,2,axi4s_to_ll_bridge,6,-,16130
1796,1.8,"('1.8', '0.92')",axi4s_tx_tready,,port,axi4s_tx_tready,in,1,axi4s_to_ll_bridge,6,-,16105
1798,,,-,,component,axi4s_to_ll_bridge_DW01_cmp6_0,-,-,axi4s_to_ll_bridge,6,52555,53441
1799,,,,,port,A,out,1,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,53442
1800,,,,,port,B,in,33,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,53442
1801,,,,,port,TC,in,1,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,53442
1802,4.5,"('4.5', '0.8'), ('4.5.3.2', '0.8'), ('4.4', '0.8'), ('4.3', '0.8'), ('5.5.3.1', '0.8')",,,port,NE,out,1,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,53443
1804,,,-,,component,GTECH_NAND2,-,-,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,52568
1805,,,,,port,A,out,1,GTECH_NAND2,8,-,52569
1806,,,,,port,Z,out,1,GTECH_NAND2,8,-,52569
1807,,,,,port,B,in,1,GTECH_NAND2,8,-,52569
1809,,,-,,component,GTECH_NOT,-,-,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,52572
1810,,,,,port,A,in,1,GTECH_NOT,8,-,52573
1811,,,,,port,Z,out,1,GTECH_NOT,8,-,52573
1813,,,-,,component,GTECH_NOR2,-,-,axi4s_to_ll_bridge_DW01_cmp6_0,7,-,52564
1814,,,,,port,A,out,1,GTECH_NOR2,8,-,52565
1815,,,,,port,Z,out,1,GTECH_NOR2,8,-,52565
1816,,,,,port,B,in,1,GTECH_NOR2,8,-,52565
1818,,,-,,component,axi4s_to_ll_bridge_DW01_sub_0,-,-,axi4s_to_ll_bridge,6,52488,53436
1819,,,,,port,A,out,1,axi4s_to_ll_bridge_DW01_sub_0,7,-,53437
1820,5.5.3.1,"('5.5.3.1', '0.67')",,,port,DIFF,out,8,axi4s_to_ll_bridge_DW01_sub_0,7,-,53438
1821,1.4,"('1.4', '0.67')",,,port,CI,in,1,axi4s_to_ll_bridge_DW01_sub_0,7,-,53437
1822,,,,,port,B,in,8,axi4s_to_ll_bridge_DW01_sub_0,7,-,53437
1823,4.5.2,"('4.5.2', '0.67'), ('5.5.3.1', '0.67')",,,port,CO,out,1,axi4s_to_ll_bridge_DW01_sub_0,7,-,53438
1825,,,-,,component,GTECH_NAND2,-,-,axi4s_to_ll_bridge_DW01_sub_0,7,-,52497
1826,,,,,port,A,out,1,GTECH_NAND2,8,-,52498
1827,,,,,port,Z,out,1,GTECH_NAND2,8,-,52498
1828,,,,,port,B,in,1,GTECH_NAND2,8,-,52498
1830,,,-,,component,GTECH_NOR2,-,-,axi4s_to_ll_bridge_DW01_sub_0,7,-,52501
1831,,,,,port,A,out,1,GTECH_NOR2,8,-,52502
1832,,,,,port,Z,out,1,GTECH_NOR2,8,-,52502
1833,,,,,port,B,in,1,GTECH_NOR2,8,-,52502
1835,,,-,,component,GTECH_NOT,-,-,axi4s_to_ll_bridge_DW01_sub_0,7,-,52505
1836,,,,,port,A,in,1,GTECH_NOT,8,-,52506
1837,,,,,port,Z,out,1,GTECH_NOT,8,-,52506
1839,,,-,,component,axi4s_to_ll_bridge_DW01_add_0,-,-,axi4s_to_ll_bridge,6,52013,53421
1840,,,,,port,A,out,1,axi4s_to_ll_bridge_DW01_add_0,7,-,53422
1841,1.4,"('1.4', '0.67')",,,port,CI,in,1,axi4s_to_ll_bridge_DW01_add_0,7,-,53422
1842,,,,,port,B,in,32,axi4s_to_ll_bridge_DW01_add_0,7,-,53422
1843,4.5.2,"('4.5.2', '0.67'), ('5.5.3.1', '0.67')",,,port,CO,out,1,axi4s_to_ll_bridge_DW01_add_0,7,-,53423
1844,,,,,port,SUM,out,32,axi4s_to_ll_bridge_DW01_add_0,7,-,53423
1846,,,-,,component,GTECH_NOR2,-,-,axi4s_to_ll_bridge_DW01_add_0,7,-,52022
1847,,,,,port,A,out,1,GTECH_NOR2,8,-,52023
1848,,,,,port,Z,out,1,GTECH_NOR2,8,-,52023
1849,,,,,port,B,in,1,GTECH_NOR2,8,-,52023
1851,,,-,,component,GTECH_NOT,-,-,axi4s_to_ll_bridge_DW01_add_0,7,-,52030
1852,,,,,port,A,in,1,GTECH_NOT,8,-,52031
1853,,,,,port,Z,out,1,GTECH_NOT,8,-,52031
1855,,,-,,component,GTECH_NAND2,-,-,axi4s_to_ll_bridge_DW01_add_0,7,-,52026
1856,,,,,port,A,out,1,GTECH_NAND2,8,-,52027
1857,,,,,port,Z,out,1,GTECH_NAND2,8,-,52027
1858,,,,,port,B,in,1,GTECH_NAND2,8,-,52027
1860,,,-,,component,axi4s_to_ll_bridge_DW01_sub_2,-,-,axi4s_to_ll_bridge,6,52241,53426
1861,,,,,port,A,out,1,axi4s_to_ll_bridge_DW01_sub_2,7,-,53427
1862,5.5.3.1,"('5.5.3.1', '0.67')",,,port,DIFF,out,8,axi4s_to_ll_bridge_DW01_sub_2,7,-,53428
1863,1.4,"('1.4', '0.67')",,,port,CI,in,1,axi4s_to_ll_bridge_DW01_sub_2,7,-,53427
1864,,,,,port,B,in,8,axi4s_to_ll_bridge_DW01_sub_2,7,-,53427
1865,4.5.2,"('4.5.2', '0.67'), ('5.5.3.1', '0.67')",,,port,CO,out,1,axi4s_to_ll_bridge_DW01_sub_2,7,-,53428
1867,,,-,,component,GTECH_NAND2,-,-,axi4s_to_ll_bridge_DW01_sub_2,7,-,52254
1868,,,,,port,A,out,1,GTECH_NAND2,8,-,52255
1869,,,,,port,Z,out,1,GTECH_NAND2,8,-,52255
