Index,Mapped Sections,Confidence Factor,Mapped Port Name,Annotation,Module Type,Module Name,Port I/O,Port Width,Parent Module,Level,Alias Entity Location,Line
1,,,-,,package,CONV_PACK_a23_wishbone,-,-,Root,1,-,1883
2,4.5.3.2,"('4.5.3.2', '0.71'), ('4.5.4', '0.71'), ('4.5.4.1', '0.71'), ('1.8', '0.67')",-,,record,UNSIGNED,-,-,CONV_PACK_a23_wishbone,2,-,1889
3,4.4,"('4.4', '0.71'), ('4.5.2', '0.71'), ('2.4', '0.71'), ('1.8', '0.61')",-,,package,axi4s_pkg,-,-,Root,1,-,7220
4,,,-,,record,AXI4S_PORTS_ARRAY_TYPE,-,-,axi4s_pkg,2,-,7263
5,4.4,"('4.4', '0.67'), ('4.5.2', '0.67'), ('1.8', '0.67'), ('2.4', '0.67')",-,,record,axi4s_type,-,-,axi4s_pkg,2,-,7312
6,,,-,,record,ll_type,-,-,axi4s_pkg,2,-,7325
7,,,-,,record,dsl_axi_type,-,-,axi4s_pkg,2,-,7335
8,1.8,"('1.8', '0.62')",-,,record,axi4s_vector_type,-,-,axi4s_pkg,2,-,7342
9,,,-,,record,ll_vector_type,-,-,axi4s_pkg,2,-,7344
10,,,-,,record,dsl_vector_type,-,-,axi4s_pkg,2,-,7346
11,,,-,,record,natural_vector,-,-,axi4s_pkg,2,-,7348
12,4.5.3.2,"('4.5.3.2', '0.7'), ('4.5.4', '0.7'), ('4.5.4.1', '0.7'), ('5.5.2.2', '0.67')",-,,record,register_vector,-,-,axi4s_pkg,2,-,7350
13,,,-,,record,sel_array_type,-,-,axi4s_pkg,2,-,7353
14,,,-,,record,data_width_vector,-,-,axi4s_pkg,2,-,7355
15,,,-,,record,stream_pos_vector,-,-,axi4s_pkg,2,-,7357
16,6.4,"('6.4', '0.61'), ('6.3', '0.61')",-,,function,tx_dst_lookup,-,-,axi4s_pkg,2,-,7359
17,,,-,,package,axi4s_switch_pkg,-,-,Root,1,-,7385
18,,,-,,record,io_array,-,-,axi4s_switch_pkg,2,-,7390
19,,,-,,function,cal_new_tag,-,-,axi4s_switch_pkg,2,-,7392
20,,,-,,function,cal_wait_queue,-,-,axi4s_switch_pkg,2,-,7397
21,,,-,,function,cal_dest_queue,-,-,axi4s_switch_pkg,2,-,7404
22,,,-,,function,vector_and_or,-,-,axi4s_switch_pkg,2,-,7412
23,,,-,,function,cal_output_select,-,-,axi4s_switch_pkg,2,-,7416
24,,,-,,function,output_select_gen,-,-,axi4s_switch_pkg,2,-,7420
25,,,-,,function,natural_vector_or,-,-,axi4s_switch_pkg,2,-,7424
26,4.5.3.3,"('4.5.3.3', '0.67'), ('4.5.3.2', '0.67')",-,,function,count_ones,-,-,axi4s_switch_pkg,2,-,7428
27,,,-,,package,sha3_pkg,-,-,Root,1,-,7662
28,,,-,,record,rom_pad64bit_type,-,-,sha3_pkg,2,-,7712
29,,,-,,record,rom_pad32bit_type,-,-,sha3_pkg,2,-,7721
30,,,-,,function,shrx,-,-,sha3_pkg,2,-,7727
31,,,-,,function,shlx,-,-,sha3_pkg,2,-,7728
32,4.5,"('4.5', '0.67'), ('4.4', '0.67'), ('4.3', '0.67')",-,,function,rorx,-,-,sha3_pkg,2,-,7729
33,,,-,,function,rolx,-,-,sha3_pkg,2,-,7730
34,,,-,,function,log2,-,-,sha3_pkg,2,-,7732
35,,,-,,function,switch_endian_byte,-,-,sha3_pkg,2,-,7734
36,,,-,,function,switch_endian_word,-,-,sha3_pkg,2,-,7735
37,,,-,,function,GF_SQ_SCL_2,-,-,sha3_pkg,2,-,7737
38,,,-,,function,GF_SCL_2,-,-,sha3_pkg,2,-,7738
39,,,-,,function,GF_MUL_2,-,-,sha3_pkg,2,-,7739
40,,,-,,function,GF_MUL_SCL_2,-,-,sha3_pkg,2,-,7740
41,,,-,,function,GF_INV_2,-,-,sha3_pkg,2,-,7741
42,,,-,,function,GF_SQ_2,-,-,sha3_pkg,2,-,7742
43,,,-,,function,MUL_X,-,-,sha3_pkg,2,-,7743
44,,,-,,function,MUL_MX,-,-,sha3_pkg,2,-,7744
45,,,-,,function,GF_INV_4,-,-,sha3_pkg,2,-,7745
46,,,-,,function,GF_MUL_4,-,-,sha3_pkg,2,-,7746
47,,,-,,function,GF_SQ_SCL_4,-,-,sha3_pkg,2,-,7747
48,,,-,,function,GF_INV_8,-,-,sha3_pkg,2,-,7748
49,5.5.3.1,"('5.5.3.1', '0.67')",-,,component,csa,-,-,sha3_pkg,2,-,7751
50,,,,,port,a,IN,32,csa,3,-,7751
51,,,,,port,b,IN,32,csa,3,-,7752
52,4.5,"('4.5', '0.8'), ('4.4', '0.8'), ('1.4', '0.8'), ('4.5.5', '0.8'), ('4.3', '0.8'), ('5.5.3.1', '0.8'), ('1.8', '0.8'), ('6.4', '0.8'), ('6.3', '0.8'), ('2.3', '0.8'), ('5.5.2.2', '0.8'), ('4.5.3.2', '0.8'), ('4.5.3.3', '0.8'), ('2.5', '0.8'), ('2.4', '0.8'), ('4.5.4', '0.67'), ('4.5.4.1', '0.67')",,,port,cin,IN,32,csa,3,-,7753
53,,,,,port,s,OUT,32,csa,3,-,7754
54,4.5.3.2,"('4.5.3.2', '0.89'), ('4.5.3.3', '0.89'), ('1.4', '0.86'), ('4.5.5', '0.86'), ('5.5.3.1', '0.86'), ('6.4', '0.86'), ('6.3', '0.86'), ('4.5', '0.67'), ('4.3', '0.67'), ('1.8', '0.67'), ('2.3', '0.67'), ('4.4', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",,,port,cout,OUT,32,csa,3,-,7755
55,,,-,,component,fcca,-,-,sha3_pkg,2,-,7761
56,4.5.4.1,"('4.5.4.1', '0.92'), ('4.5.4', '0.91')",-,,component,pc,-,-,sha3_pkg,2,-,7769
57,,,-,,component,regn,-,-,sha3_pkg,2,-,7783
58,,,-,,component,d_ff,-,-,sha3_pkg,2,-,7798
59,4.5,"('4.5', '0.67'), ('4.5.3.2', '0.67'), ('4.5.4', '0.67'), ('4.3', '0.67'), ('4.4', '0.67'), ('5.5.3.1', '0.67'), ('4.5.4.1', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('2.3', '0.67'), ('5.5.2.2', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",-,,component,piso,-,-,sha3_pkg,2,-,7807
60,4.5,"('4.5', '0.67'), ('5.5.2.2', '0.67'), ('4.3', '0.67'), ('4.4', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('2.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",-,,component,sipo,-,-,sha3_pkg,2,-,7821
61,4.5.3.3,"('4.5.3.3', '0.77'), ('4.5.3.2', '0.77'), ('4.5.2', '0.67'), ('4.5.5', '0.67'), ('5.5.3.1', '0.67'), ('1.8', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('5.5.2.2', '0.67')",-,,component,countern,-,-,sha3_pkg,2,-,7834
62,,,,,port,a,IN,32,countern,3,-,7759
63,,,,,port,b,IN,32,countern,3,-,7760
64,,,,,port,s,OUT,32,countern,3,-,7761
65,,,,,port,c,IN,32,countern,3,-,7762
66,,,,,port,d,IN,32,countern,3,-,7763
67,,,,,port,e,IN,32,countern,3,-,7764
68,5.5.2.2,"('5.5.2.2', '0.67')",,,port,s0,OUT,32,countern,3,-,7765
69,,,,,port,s1,OUT,32,countern,3,-,7766
70,,,,,port,s2,OUT,32,countern,3,-,7767
71,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,1,countern,3,-,7768
72,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,countern,3,-,7769
73,1.8,"('1.8', '0.8'), ('6.4', '0.8'), ('6.3', '0.8'), ('5.5.2.2', '0.67'), ('4.5.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.4.1', '0.67')",,,port,en,IN,1,countern,3,-,7770
74,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88'), ('2.4', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",,,port,input,IN,32,countern,3,-,7771
75,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,32,countern,3,-,7772
76,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,countern,3,-,7773
77,4.5.4,"('4.5.4', '0.8'), ('4.5.4.1', '0.8'), ('1.4', '0.67'), ('4.5.3.2', '0.67'), ('1.8', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('4.5.3.3', '0.67')",,,port,ena,IN,,countern,3,-,7774
78,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,countern,3,-,7775
79,,,,,port,q,OUT,,countern,3,-,7776
80,1.4,"('1.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5', '0.67'), ('4.5.4', '0.67'), ('4.5.5', '0.67'), ('4.3', '0.67'), ('5.5.2.2', '0.67'), ('4.5.4.1', '0.67'), ('4.4', '0.67'), ('4.5.3.3', '0.67'), ('2.4', '0.67')",,,port,sel,IN,,countern,3,-,7777
81,4.5.3.2,"('4.5.3.2', '0.92'), ('4.5.3', '0.91')",,,port,load,IN,,countern,3,-,7778
82,4.5.3.3,"('4.5.3.3', '0.67'), ('4.5.3.2', '0.67'), ('6.4', '0.67'), ('1.8', '0.67'), ('6.3', '0.67')",-,,component,decountern,-,-,sha3_pkg,2,-,7850
83,4.5.3.3,"('4.5.3.3', '0.67'), ('4.5.3.2', '0.67')",-,,component,counter_ud,-,-,sha3_pkg,2,-,7865
84,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,counter_ud,3,-,7848
85,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,counter_ud,3,-,7849
86,4.5.3.2,"('4.5.3.2', '0.92'), ('4.5.3', '0.91')",,,port,load,IN,,counter_ud,3,-,7850
87,1.8,"('1.8', '0.8'), ('6.4', '0.8'), ('6.3', '0.8'), ('5.5.2.2', '0.67'), ('4.5.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.4.1', '0.67')",,,port,en,IN,1,counter_ud,3,-,7851
88,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88'), ('2.4', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",,,port,input,IN,64,counter_ud,3,-,7852
89,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,64,counter_ud,3,-,7853
90,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,counter_ud,3,-,7854
91,,,,,port,updown,IN,,counter_ud,3,-,7855
92,,,-,,component,,-,-,sha3_pkg,2,-,7880
93,5.5.3.1,"('5.5.3.1', '0.71')",-,,component,sr_reg,-,-,sha3_pkg,2,-,7882
94,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,sr_reg,3,-,7880
95,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,sr_reg,3,-,7881
96,4.5.3.2,"('4.5.3.2', '0.92'), ('4.5.4', '0.92'), ('4.5.3', '0.91'), ('4.5.3.3', '0.88'), ('4.5.4.1', '0.87')",,,port,set,IN,,sr_reg,3,-,7882
97,4.5.4,"('4.5.4', '0.75'), ('1.4', '0.67'), ('4.5.3.2', '0.67'), ('5.5.3.1', '0.67'), ('4.5.4.1', '0.67'), ('4.5.3.3', '0.67')",,,port,clr,IN,,sr_reg,3,-,7883
98,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,,sr_reg,3,-,7884
99,1.4,"('1.4', '0.67'), ('4.5', '0.67'), ('4.3', '0.67'), ('5.5.3.1', '0.67'), ('2.3', '0.67'), ('4.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.3.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",-,,component,sync_clock,-,-,sha3_pkg,2,-,7893
100,4.5.3.2,"('4.5.3.2', '0.67'), ('4.5.2', '0.67'), ('4.5.5', '0.67')",-,,component,fifo_ram,-,-,sha3_pkg,2,-,7905
101,4.5.2,"('4.5.2', '0.92'), ('4.5.5', '0.92')",-,,component,fifo,-,-,sha3_pkg,2,-,7920
102,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,fifo,3,-,7891
103,1.4,"('1.4', '0.67'), ('4.5', '0.67'), ('4.3', '0.67'), ('5.5.3.1', '0.67'), ('2.3', '0.67'), ('4.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.3.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",,,port,fast_clock,IN,,fifo,3,-,7892
104,1.4,"('1.4', '0.67'), ('4.5', '0.67'), ('4.3', '0.67'), ('5.5.3.1', '0.67'), ('2.3', '0.67'), ('4.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.3.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",,,port,slow_clock,IN,,fifo,3,-,7893
105,,,,,port,sync,OUT,,fifo,3,-,7894
106,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,fifo,3,-,7895
107,1.4,"('1.4', '0.92'), ('4.5.5', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('3.5.1', '0.91')",,,port,write,IN,,fifo,3,-,7896
108,1.4,"('1.4', '0.67'), ('3.4', '0.67'), ('3.5', '0.67'), ('3.2', '0.67'), ('3.3', '0.67'), ('3.1', '0.67')",,,port,rd_addr,IN,,fifo,3,-,7897
109,1.4,"('1.4', '0.67'), ('3.4', '0.67'), ('3.5', '0.67'), ('3.2', '0.67'), ('3.3', '0.67'), ('3.1', '0.67')",,,port,wr_addr,IN,,fifo,3,-,7898
110,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,din,IN,,fifo,3,-,7899
111,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dout,OUT,,fifo,3,-,7900
112,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,fifo,3,-,7901
113,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,fifo,3,-,7902
114,1.4,"('1.4', '0.92'), ('4.5.5', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('3.5.1', '0.91')",,,port,write,IN,1,fifo,3,-,7903
115,1.4,"('1.4', '0.92'), ('4.5.3.2', '0.92'), ('4.5.4', '0.92'), ('4.5.5', '0.92'), ('4.5.3', '0.91'), ('3.5.1', '0.91'), ('4.5.4.1', '0.87')",,,port,read,IN,,fifo,3,-,7904
116,4.5.5,"('4.5.5', '0.92')",,,port,full,IN,1,fifo,3,-,7905
117,,,-,,component,aes_sbox_sync,-,-,sha3_pkg,2,-,7937
118,,,-,,component,aes_sbox,-,-,sha3_pkg,2,-,7944
119,,,-,,component,aes_mul,-,-,sha3_pkg,2,-,7952
120,,,-,,component,aes_mixcolumn,-,-,sha3_pkg,2,-,7959
121,,,-,,component,aes_shiftrow,-,-,sha3_pkg,2,-,7966
122,,,-,,component,aes_tbox0,-,-,sha3_pkg,2,-,7973
123,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,aes_tbox0,3,-,7935
124,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88'), ('2.4', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",,,port,input,IN,32,aes_tbox0,3,-,7936
125,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,32,aes_tbox0,3,-,7937
126,1.4,"('1.4', '0.92'), ('4.5.3.2', '0.92'), ('4.5.5', '0.92'), ('5.5.2.2', '0.92'), ('4.5.3', '0.91'), ('3.5.1', '0.91'), ('5.5.2', '0.91'), ('4.5.3.3', '0.88')",,,port,address,IN,32,aes_tbox0,3,-,7938
127,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dout,OUT,128,aes_tbox0,3,-,7939
128,,,-,,component,aes_tbox1,-,-,sha3_pkg,2,-,7979
129,1.4,"('1.4', '0.92'), ('4.5.3.2', '0.92'), ('4.5.5', '0.92'), ('5.5.2.2', '0.92'), ('4.5.3', '0.91'), ('3.5.1', '0.91'), ('5.5.2', '0.91'), ('4.5.3.3', '0.88')",,,port,address,IN,32,aes_tbox1,3,-,7977
130,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dout,OUT,128,aes_tbox1,3,-,7978
131,,,-,,component,aes_tbox2,-,-,sha3_pkg,2,-,7985
132,,,-,,component,aes_tbox3,-,-,sha3_pkg,2,-,7991
133,,,-,,component,aes_tbox0_sync,-,-,sha3_pkg,2,-,7997
134,,,-,,component,aes_tbox1_sync,-,-,sha3_pkg,2,-,8005
135,,,-,,component,aes_tbox2_sync,-,-,sha3_pkg,2,-,8013
136,,,-,,component,aes_tbox3_sync,-,-,sha3_pkg,2,-,8021
137,,,-,,component,aes_round,-,-,sha3_pkg,2,-,8029
138,,,-,,component,aes_round_sync,-,-,sha3_pkg,2,-,8037
139,,,-,,component,sha3_fsm3,-,-,sha3_pkg,2,-,8046
140,,,-,,component,aes_sbox_logic,-,-,sha3_pkg,2,-,8063
141,,,-,,component,shfreg,-,-,sha3_pkg,2,-,8068
142,4.5.3.2,"('4.5.3.2', '0.73'), ('4.5.5', '0.67'), ('5.5.2.2', '0.67'), ('4.5.3.3', '0.67'), ('1.4', '0.62'), ('3.4', '0.62'), ('3.5', '0.62'), ('3.2', '0.62'), ('3.3', '0.62'), ('3.1', '0.62')",-,,component,adder,-,-,sha3_pkg,2,-,8079
143,4.5.3.2,"('4.5.3.2', '0.67'), ('1.4', '0.62'), ('4.5.3.3', '0.62'), ('4.5.5', '0.62'), ('5.5.2.2', '0.62')",-,,component,adder2,-,-,sha3_pkg,2,-,8090
144,1.4,"('1.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.4', '0.67'), ('4.5.5', '0.67'), ('4.5.4.1', '0.67')",-,,component,regna,-,-,sha3_pkg,2,-,8100
145,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,regna,3,-,7995
146,1.4,"('1.4', '0.92'), ('4.5.3.2', '0.92'), ('4.5.5', '0.92'), ('5.5.2.2', '0.92'), ('4.5.3', '0.91'), ('3.5.1', '0.91'), ('5.5.2', '0.91'), ('4.5.3.3', '0.88')",,,port,address,IN,32,regna,3,-,7996
147,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dout,OUT,128,regna,3,-,7997
148,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88'), ('2.4', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",,,port,input,IN,128,regna,3,-,7998
149,,,,,port,key,IN,128,regna,3,-,7999
150,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,128,regna,3,-,8000
151,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,regna,3,-,8001
152,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,regna,3,-,8002
153,4.5.3.2,"('4.5.3.2', '0.67'), ('4.5.4', '0.67'), ('4.5.4.1', '0.67')",,,port,eo,OUT,,regna,3,-,8003
154,1.4,"('1.4', '0.67'), ('4.5', '0.67'), ('4.5.5', '0.67'), ('4.3', '0.67'), ('4.4', '0.67'), ('5.5.3.1', '0.67')",,,port,output_write,IN,,regna,3,-,8004
155,,,,,port,output_write_clr,OUT,,regna,3,-,8005
156,,,,,port,output_busy_clr,OUT,,regna,3,-,8006
157,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dst_ready,IN,,regna,3,-,8007
158,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,dst_write,OUT,,regna,3,-,8008
159,4.5,"('4.5', '0.67'), ('4.4', '0.67'), ('1.4', '0.67'), ('4.5.5', '0.67'), ('4.3', '0.67'), ('4.5.3.2', '0.67'), ('5.5.3.1', '0.67'), ('1.8', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('2.3', '0.67'), ('5.5.2.2', '0.67'), ('4.5.3.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",,,port,S_IN,IN,,regna,3,-,8009
160,4.5,"('4.5', '0.75'), ('4.4', '0.75'), ('4.3', '0.75'), ('5.5.3.1', '0.75'), ('1.8', '0.75'), ('6.4', '0.75'), ('6.3', '0.75'), ('4.5.4', '0.67'), ('4.5.4.1', '0.67'), ('1.4', '0.62'), ('4.5.5', '0.62')",,,port,S_OUT,OUT,,regna,3,-,8010
161,1.8,"('1.8', '0.8'), ('6.4', '0.8'), ('6.3', '0.8'), ('5.5.2.2', '0.67'), ('4.5.4', '0.67'), ('4.5.3.2', '0.67'), ('4.5.4.1', '0.67')",,,port,en,IN,,regna,3,-,8011
162,,,,,port,i,IN,,regna,3,-,8012
163,,,,,port,o,OUT,,regna,3,-,8013
164,,,,,port,a,IN,,regna,3,-,8014
165,,,,,port,b,IN,,regna,3,-,8015
166,,,,,port,s,OUT,,regna,3,-,8016
167,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,regna,3,-,8017
168,5.5.3.1,"('5.5.3.1', '0.8'), ('6.3', '0.62'), ('6.4', '0.62'), ('1.8', '0.62')",-,,component,sr_rega,-,-,sha3_pkg,2,-,8115
169,4.5.3.3,"('4.5.3.3', '0.71'), ('4.5.3.2', '0.71'), ('4.5.2', '0.63'), ('4.5.5', '0.63'), ('5.5.3.1', '0.63'), ('1.8', '0.63'), ('6.4', '0.63'), ('6.3', '0.63'), ('5.5.2.2', '0.63')",-,,component,counterna,-,-,sha3_pkg,2,-,8129
170,,,-,,package,perf_mon_pkg,-,-,Root,1,-,8358
171,,,-,,package,zpu_pkg,-,-,Root,1,-,8387
172,,,-,,function,zpu_mem_read_lookup,-,-,zpu_pkg,2,-,8454
173,,,-,,function,zpu_mem_write_lookup,-,-,zpu_pkg,2,-,8457
174,,,-,,package,zpu_sic_pkg,-,-,Root,1,-,8502
175,5.5.3.1,"('5.5.3.1', '0.61')",-,,function,calc_dst_rdy_n,-,-,zpu_sic_pkg,2,-,8543
176,,,-,,package,sha3_blake_package,-,-,Root,1,-,8570
177,,,-,,record,g_rot_type,-,-,sha3_blake_package,2,-,8599
178,,,-,,record,permute_type,-,-,sha3_blake_package,2,-,8603
179,4.5.5,"('4.5.5', '0.75'), ('1.4', '0.67'), ('1.5', '0.67'), ('1.6', '0.67'), ('1.7', '0.67'), ('1.1', '0.67'), ('1.2', '0.67'), ('1.3', '0.67'), ('1.8', '0.67'), ('1.9', '0.67'), ('3.4', '0.67'), ('3.5', '0.67'), ('3.2', '0.67'), ('3.3', '0.67'), ('3.1', '0.67'), ('2.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67'), ('4.5', '0.67'), ('4.4', '0.67'), ('5.3', '0.67'), ('5.4', '0.67'), ('5.5', '0.67'), ('4.3', '0.67'), ('1.10', '0.67')",-,,function,get_b,-,-,sha3_blake_package,2,-,8616
180,4.5.5,"('4.5.5', '0.67')",-,,function,get_iw,-,-,sha3_blake_package,2,-,8617
181,4.5.5,"('4.5.5', '0.67')",-,,function,get_iv,-,-,sha3_blake_package,2,-,8618
182,,,-,,function,get_cons,-,-,sha3_blake_package,2,-,8619
183,,,-,,function,get_roundnr,-,-,sha3_blake_package,2,-,8620
184,,,-,,package,sha3_jh_package,-,-,Root,1,-,8694
185,,,-,,record,sbox_type,-,-,sha3_jh_package,2,-,8728
186,,,-,,record,std_logic_matrix,-,-,sha3_jh_package,2,-,8734
187,,,-,,function,blk2wordmatrix_inv	,-,-,sha3_jh_package,2,-,8735
188,,,-,,function,form_group,-,-,sha3_jh_package,2,-,8736
189,,,-,,function,degroup,-,-,sha3_jh_package,2,-,8737
190,4.5.5,"('4.5.5', '0.67')",-,,function,get_iv,-,-,sha3_jh_package,2,-,8738
191,4.5.3.3,"('4.5.3.3', '0.67'), ('4.5.3.2', '0.67'), ('4.5.5', '0.67'), ('5.5.2.2', '0.62')",-,,function,permute,-,-,sha3_jh_package,2,-,8739
192,,,-,,record,rc_type,-,-,sha3_jh_package,2,-,8748
193,,,-,,record,rc_half_type,-,-,sha3_jh_package,2,-,8795
194,,,-,,component,ramn,-,-,sha3_jh_package,2,-,8861
195,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,ramn,3,-,8113
196,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",,,port,clk,IN,,ramn,3,-,8114
197,4.5.3.2,"('4.5.3.2', '0.92'), ('4.5.4', '0.92'), ('4.5.3', '0.91'), ('4.5.3.3', '0.88'), ('4.5.4.1', '0.87')",,,port,set,IN,,ramn,3,-,8115
198,4.5.4,"('4.5.4', '0.75'), ('1.4', '0.67'), ('4.5.3.2', '0.67'), ('5.5.3.1', '0.67'), ('4.5.4.1', '0.67'), ('4.5.3.3', '0.67')",,,port,clr,IN,,ramn,3,-,8116
199,1.4,"('1.4', '0.92'), ('4.5', '0.92'), ('4.5.5', '0.92'), ('4.3', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.4', '0.88')",,,port,output,OUT,,ramn,3,-,8117
200,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",,,port,rst,IN,,ramn,3,-,8118
